2024-11-28 21:39:45, 6.3492
2024-11-28 21:52:43, 6.3452
2024-11-28 22:07:09, 6.3492
2024-11-28 22:10:06, 6.3492
2024-11-28 22:14:21, 6.3532
2024-11-28 22:14:27, 6.3532
2024-11-28 22:20:53, 6.3492
2024-11-28 22:25:44, 6.3532
2024-11-28 22:25:48, 6.3532
2024-11-28 22:25:52, 6.3532
2024-11-28 22:26:24, 6.3532
2024-11-28 22:31:03, 6.3492
2024-11-28 22:32:37, 6.3492
2024-11-28 22:32:41, 6.3492
2024-11-28 22:38:02, 6.3492
2024-11-28 22:40:01, 6.3492
2024-11-28 22:42:01, 6.3492
2024-11-28 22:44:02, 6.3492
2024-11-28 22:46:01, 6.3452
2024-11-28 22:48:01, 6.3452
2024-11-28 22:50:02, 6.3452
2024-11-28 22:52:01, 6.3452
2024-11-28 22:54:01, 6.3452
2024-11-28 22:56:02, 6.3452
2024-11-28 22:58:01, 6.3412
2024-11-28 23:00:01, 6.3452
2024-11-28 23:02:01, 6.3452
2024-11-28 23:04:02, 6.3452
2024-11-28 23:06:01, 6.3452
2024-11-28 23:08:01, 6.3492
2024-11-28 23:10:02, 6.3492
2024-11-28 23:12:02, 6.3492
2024-11-28 23:14:01, 6.3492
2024-11-28 23:16:01, 6.3492
2024-11-28 23:18:01, 6.3492
2024-11-28 23:20:02, 6.3492
2024-11-28 23:22:01, 6.3492
2024-11-28 23:24:01, 6.3492
2024-11-28 23:26:01, 6.3492
2024-11-28 23:28:02, 6.3492
2024-11-28 23:30:01, 6.3492
2024-11-28 23:32:01, 6.3492
2024-11-28 23:34:01, 6.3492
2024-11-28 23:36:02, 6.3532
2024-11-28 23:38:01, 6.3532
2024-11-28 23:40:01, 6.3532
2024-11-28 23:42:01, 6.3532
2024-11-28 23:44:02, 6.3532
2024-11-28 23:46:01, 6.3532
2024-11-28 23:48:02, 6.3532
2024-11-28 23:50:01, 6.3532
2024-11-28 23:52:01, 6.3532
2024-11-28 23:54:01, 6.3492
2024-11-28 23:56:02, 6.3532
2024-11-28 23:58:01, 6.3532
2024-11-29 00:00:02, 6.3532
2024-11-29 00:02:01, 6.3532
2024-11-29 00:04:01, 6.3492
2024-11-29 00:06:02, 6.3492
2024-11-29 00:08:01, 6.3492
2024-11-29 00:10:01, 6.3532
2024-11-29 00:12:01, 6.3492
2024-11-29 12:52:02, 6.3099
2024-11-29 12:54:01, 6.2972
2024-11-29 12:56:01, 6.3013
2024-11-29 12:58:02, 6.305
2024-11-29 13:00:01, 6.3012
2024-11-29 13:02:01, 6.3052
2024-11-29 13:04:02, 6.3045
2024-11-29 13:06:01, 6.3012
2024-11-29 13:08:01, 6.3091
2024-11-29 13:10:01, 6.3089
2024-11-29 13:12:01, 6.3131
2024-11-29 13:14:01, 6.3171
2024-11-29 13:16:01, 6.3131
2024-11-29 13:18:02, 6.3167
2024-11-29 13:20:01, 6.3257
2024-11-29 13:22:01, 6.3251
2024-11-29 13:24:02, 6.3233
2024-11-29 13:26:01, 6.3172
2024-11-29 13:28:01, 6.3192
2024-11-29 13:30:01, 6.3171
2024-11-29 13:32:02, 6.321
2024-11-29 13:34:02, 6.3131
2024-11-29 13:36:01, 6.3131
2024-11-29 13:38:01, 6.3155
2024-11-29 13:40:02, 6.3144
2024-11-29 13:42:01, 6.3162
2024-11-29 13:44:01, 6.317
2024-11-29 13:46:02, 6.3178
2024-11-29 13:48:01, 6.3091
2024-11-29 13:50:01, 6.3171
2024-11-29 13:52:01, 6.3295
2024-11-29 13:54:02, 6.3211
2024-11-29 13:56:02, 6.317
2024-11-29 13:58:01, 6.3171
2024-11-29 14:00:01, 6.3171
2024-11-29 14:02:02, 6.3203
2024-11-29 14:04:02, 6.3131
2024-11-29 14:06:01, 6.3296
2024-11-29 14:08:01, 6.3259
2024-11-29 14:10:02, 6.324
2024-11-29 14:12:01, 6.3288
2024-11-29 14:14:02, 6.3395
2024-11-29 14:16:01, 6.3371
2024-11-29 14:18:01, 6.3347
2024-11-29 14:20:02, 6.3327
2024-11-29 14:22:01, 6.3363
2024-11-29 14:24:02, 6.3398
2024-11-29 14:26:01, 6.342
2024-11-29 14:28:02, 6.3301
2024-11-29 14:30:01, 6.3305
2024-11-29 14:32:01, 6.3313
2024-11-29 14:34:01, 6.3331
2024-11-29 14:36:01, 6.3354
2024-11-29 14:38:02, 6.3291
2024-11-29 14:40:01, 6.3331
2024-11-29 14:42:02, 6.3331
2024-11-29 14:44:01, 6.3416
2024-11-29 14:46:07, 6.3366
2024-11-29 14:48:01, 6.3369
2024-11-29 14:50:01, 6.3331
2024-11-29 14:52:01, 6.3412
2024-11-29 14:54:01, ERRO: Não foi possível obter a cotação.
2024-11-29 14:56:01, ERRO: Não foi possível obter a cotação.
2024-11-29 14:58:02, ERRO: Não foi possível obter a cotação.
2024-11-29 15:00:01, ERRO: Não foi possível obter a cotação.
2024-11-29 15:02:01, ERRO: Não foi possível obter a cotação.
2024-11-29 15:04:01, ERRO: Não foi possível obter a cotação.
2024-11-29 15:06:02, 6.3452
2024-11-29 15:08:01, 6.3452
2024-11-29 15:10:01, 6.3452
2024-11-29 15:12:02, 6.3452
2024-11-29 15:14:07, 6.3525
2024-11-29 15:16:01, 6.3525
2024-11-29 15:18:01, 6.3509
2024-11-29 15:20:02, 6.3412
2024-11-29 15:22:01, 6.3412
2024-11-29 15:24:01, 6.3457
2024-11-29 15:26:02, 6.3489
2024-11-29 15:28:02, 6.3471
2024-11-29 15:30:02, 6.3412
2024-11-29 15:32:01, 6.3452
2024-11-29 15:34:01, 6.3492
2024-11-29 15:36:03, 6.3519
2024-11-29 15:38:01, 6.3537
2024-11-29 15:40:02, 6.3517
2024-11-29 15:42:01, 6.3467
2024-11-29 15:44:01, 6.3515
2024-11-29 15:46:02, 6.3492
2024-11-29 15:48:01, 6.3452
2024-11-29 15:50:03, 6.3452
2024-11-29 15:52:01, 6.3532
2024-11-29 15:54:02, 6.3539
2024-11-29 15:56:01, 6.3537
2024-11-29 15:58:02, 6.3537
2024-11-29 16:00:01, 6.3532
2024-11-29 16:02:02, 6.362
2024-11-29 16:04:01, 6.361
2024-11-29 16:06:02, 6.3568
2024-11-29 16:08:02, 6.3492
2024-11-29 16:10:01, 6.3492
2024-11-29 16:12:01, 6.3492
2024-11-29 16:14:02, 6.3526
2024-11-29 16:16:01, 6.3465
2024-11-29 16:18:03, 6.3431
2024-11-29 16:20:02, 6.3468
2024-11-29 16:22:01, 6.3524
2024-11-29 16:24:01, 6.3488
2024-11-29 16:26:02, 6.3452
2024-11-29 16:28:01, 6.3452
2024-11-29 16:30:01, 6.3452
2024-11-29 16:32:02, 6.3473
2024-11-29 18:30:03, 6.3131
2024-11-29 18:32:01, 6.3131
2024-11-29 18:34:01, 6.3131
2024-11-29 18:36:02, 6.3131
2024-11-29 18:38:01, 6.3131
2024-11-29 18:40:02, 6.3091
2024-11-29 18:42:01, 6.3131
2024-11-29 18:44:01, 6.3131
2024-11-29 18:46:02, 6.3131
2024-11-29 18:48:01, 6.3131
2024-11-29 18:50:01, 6.3131
2024-11-29 18:52:02, 6.3131
2024-11-29 18:54:01, 6.3131
2024-11-29 18:56:02, 6.3133
2024-11-29 18:58:01, 6.3156
2024-11-29 19:00:01, 6.3091
2024-11-29 19:02:02, 6.3091
